,sido_name,gugun_name,sido_code,gugun_code,addr,doro_address,s_code,s_name,open_dt,lat,lot,s_biz_code,store_area_code,out_distance,defaultimage
1400,경기,의왕시,08,0826,"경기도 의왕시 삼동 105-2, 105-8, 105-10, 105-11, 107, 107-2",경기도 의왕시 덕영대로 182 (삼동),2116,의왕삼동DT,20230329,37.316653,126.957363,4183,A08,91.86,http://image.istarbucks.co.kr/upload/store/2023/03/[4183]_20230328124740_laz98.jpg
1401,경기,의왕시,08,0826,"경기도 의왕시 학의동 1039, GF층 일부","경기도 의왕시 바라산로 1 (학의동), GF층 일부",1841,의왕롯데몰,20210908,37.37585,127.00885,4159,A08,98.66,http://image.istarbucks.co.kr/upload/store/2023/01/[4159]_20230127113658_lnyhy.png
1402,경기,의왕시,08,0826,경기도 의왕시 내손동 416-3번지 벨포레스퀘어 G111~116호,경기도 의왕시 내손중앙로 4 (내손동)  벨포레스퀘어 G111~116호,1751,의왕내손,20210105,37.389318,126.976944,4011,A08,96.76,http://image.istarbucks.co.kr/upload/store/2022/09/[4011]_20220919093355_h6w8o.jpg
1403,경기,의왕시,08,0826,경기도 의왕시 포일동 664-2,경기도 의왕시 안양판교로 89 (포일동),1213,의왕포일,20170426,37.396242,126.983977,3378,A08,97.66,http://image.istarbucks.co.kr/upload/store/2022/09/[3378]_20220919155603696.jpg
1404,경기,의왕시,08,0826,경기도 의왕시 청계동 829-4 스타벅스,경기도 의왕시 안양판교로 246 (청계동),1604,의왕청계DT,20200121,37.388672,126.998446,3798,A08,98.43,http://image.istarbucks.co.kr/upload/store/2022/08/[3798]_20220822015520_2a9hy.jpg
1405,경기,의정부시,08,0827,경기도 의정부시 민락동 849 이마트,경기도 의정부시 민락로 210 (민락동),1718,의정부이마트,20201008,37.7432268,127.1025002,4006,A08,127.75,http://image.istarbucks.co.kr/upload/store/2020/10/[4006]_20201014035655_omefi.jpg
1406,경기,의정부시,08,0827,"경기도 의정부시 장암동 214-49,50",경기도 의정부시 동일로 114 (장암동),1744,의정부장암DT,20201210,37.69925,127.05465,3866,A08,121.39,http://image.istarbucks.co.kr/upload/store/2022/12/[3866]_20221203110408_gqxvf.jpg
1407,경기,의정부시,08,0827,경기도 의정부시 민락동 803 민락2지구 제일풍경채 센텀-애비뉴모나코,경기도 의정부시 오목로 196 (민락동),1662,의정부민락타운,20200618,37.744429,127.098713,3922,A08,127.59,http://image.istarbucks.co.kr/upload/store/2020/06/[3922]_20200617015628_sg28n.jpg
1408,경기,의정부시,08,0827,경기도 의정부시 용현동 313-3,경기도 의정부시 충의로 95 (용현동),2078,의정부송산역DT,20230113,37.740164230224,127.085685890206,4191,A08,126.4,http://image.istarbucks.co.kr/upload/store/2023/01/[4191]_20230113102958_rcqwi.jpg
1409,경기,의정부시,08,0827,경기도 의정부시 의정부동 168-54 신세계백화점 6층,"경기도 의정부시 평화로 525, 신세계백화점 6층 (의정부동)",506,신세계의정부6F,20120419,37.737861,127.046054,9698,A08,123.6,http://image.istarbucks.co.kr/upload/store/2018/06/[9698]_20180615072632_2qg34.jpg
1410,경기,의정부시,08,0827,경기도 의정부시 의정부동 168-54 신세계백화점 2층,"경기도 의정부시 평화로 525, 신세계백화점 2층 (의정부동)",505,신세계의정부2F,20120419,37.737861,127.046054,9697,A08,123.6,http://image.istarbucks.co.kr/upload/store/2022/06/[9697]_20220621022541_kcf4z.jpg
1411,경기,의정부시,08,0827,경기도 의정부시 금오동 474-2 대송프라자,"경기도 의정부시 청사로48번길 7, 대송프라자 (금오동)",645,의정부금오,20130725,37.753183,127.070333,9840,A08,126.33,http://image.istarbucks.co.kr/upload/store/2021/04/[9840]_20210414085750_sqx5r.jpg
1412,경기,의정부시,08,0827,"경기도 의정부시 가능동 93-1, 92-2 (2필지)",경기도 의정부시 비우로 119 (가능동),1012,의정부녹양DT,20151211,37.758477,127.040289,3195,A08,124.75,http://image.istarbucks.co.kr/upload/store/2015/12/[3195]_20151209201917846.JPG
1413,경기,의정부시,08,0827,경기도 의정부시 호원동 433-1,경기도 의정부시 평화로 341 (호원동),1149,의정부회룡역DT,20161216,37.722373,127.047477,3311,A08,122.56,http://image.istarbucks.co.kr/upload/store/2016/12/[3311]_20161215074142_bldtk.JPG
1414,경기,의정부시,08,0827,경기도 의정부시 민락동 805,경기도 의정부시 천보로 68 (민락동),1256,의정부민락,20170810,37.745353,127.093792,3398,A08,127.32,http://image.istarbucks.co.kr/upload/store/2017/08/[3398]_20170809124454_s0ywe.jpg
